	text	label
8840	"run ronnie run is a heart warming spin-off from the cult hit hbo series "" mr . "	0
879	a reminder that beyond all the hype and recent digital glitz , spielberg knows how to tell us about people . 	1
1946	this is a beautifully sensitive portrait of a unique school and , a very special teacher . 	1
6054	at the end of the worst day of his life , bruce angrily ridicules and rages against god and god responds . 	0
9089	when a regular fashion show goes horribly wrong , they are sucked into the nasty but irresistible underworld of bombay . 	0
8742	clerick john preston ( bale ) is a top ranking government agent responsible for destroying those who resist the rules . 	0
9162	will david or matt learn the true meaning of love ? 	0
8372	it centers on inez macbeth ( dominique swain ) , a wisp of a girl just a shade over twenty , who may lack a formal education , but has already been taught plenty by life . 	0
7903	in the meantime , a grifter breaks into their apartments and rummages their personal belongings , thus unfolding hidden secrets . 	0
8993	and this particular scheme requires a large amount of time-travel , and kidnapping austin powers' father , england's master spy , nigel powers . 	0
5071	sudden fame does not seem to solve everything , however . 	0
4705	it's another stale , kill-by-numbers flick , complete with blade-thin characters and terrible , pun-laden dialogue . 	1
1802	watching queen of the damned is like reading a research paper , with special effects tossed in . 	1
8784	during world war ii and the era of staunch racial segregation , a black carpenter's son named vivien thomas , who had a talent for surgery , along with a white surgeon named dr . alfred blalock , who defied the medical establishment created a partnership that changed the course of cardiac surgery . 	0
6832	the time constraints of his job prevent him from spending time with his family and friends . 	0
6067	becoming fast friends , they soon both moved with their families near coney island , where they became active community leaders . 	0
4209	heartwarming here relies less on forced air than on petter n�ss' delicate , clever direction . . . and a wonderful , imaginative script by axel hellstenius . 	1
1908	[t]he script isn't up to the level of the direction , nor are the uneven performances by the cast members , who seem bound and determined to duplicate bela lugosi's now-cliched vampire accent . 	1
2391	what jackson has accomplished here is amazing on a technical level . 	1
7936	the zany search for the shoes begins , as she follows the footsteps through the lively streets of havana , running into the quirky , colorful characters that bring viva zapato and dolore's dream . 	0
1575	 . . . familiar and predictable , and 4/5ths of it might as well have come from a xerox machine rather than ( writer-director ) franc . reyes' word processor . 	1
2381	highlighted by a gritty style and an excellent cast , it's better than one might expect when you look at the list of movies starring ice-t in a major role . 	1
565	it's hard to care about a film that proposes as epic tragedy the plight of a callow rich boy who is forced to choose between his beautiful , self-satisfied 22-year-old girlfriend and an equally beautiful , self-satisfied 18-year-old mistress . 	1
5399	indeed , it appears that all of his advances go unnoticed on this lovely but embittered singled mom . 	0
5583	with the machine they travel across the country ( uruguay ) traing to escape to brazil . 	0
2323	the film has a terrific look and salma hayek has a feel for the character at all stages of her life . 	1
5107	three friends get together and bury a box making a pact to open it at midnight at their high school graduation . 	0
7587	ben rubin , a young israeli internist vying for the position of surgeon , learns that his internship has been terminated and he has been chosen to accompany abraham lazar , the hospital administrator and his wife , dori on a trip to india . 	0
1720	this cheery , down-to-earth film is warm with the cozy feeling of relaxing around old friends . 	1
8761	caught in an intrigue of baby-snatching , a bounty hunter and diaper-changing , dave and ruby spend a hilarious , unexpected and wild night together . 	0
2932	[denis] might be off her nut , but she can sure make an interesting film , a la davids lynch and cronenberg . 	1
9893	everything soon changes when two identical chinese fortune cookies cause a little mystic mayhem . 	0
8767	kilabot is now off to save sienna and to avenge kamandag's death . 	0
1629	there's so much to look at in metropolis you hate to tear your eyes away from the images long enough to read the subtitles . 	1
2350	we get some truly unique character studies and a cross-section of americana that hollywood couldn't possibly fictionalize and be believed . 	1
9294	despite their many differences , they form a loving , long term relationship . 	0
6379	franco agonizaba y el pr&#237 ; ncipe , jefe de estado en funciones , se encontraba en una posici&#243 ; n dif&#237 ; cil para afrontar un problema fundamental . 	0
3820	inventive , fun , intoxicatingly sexy , violent , self-indulgent and maddening . 	1
5674	before long , the bay boy of bowls is turning the sedate and very english pastime upside down with hysterical results . 	0
